class,tweets,clean_text
0,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days,id proof ltgt rs wont allow work come home days
0,yay! finally lol. i missed our cinema trip last week :-(,yay finally lol missed cinema trip week
0,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,hey want yogasana coz end cine bathe hav steam bath
0,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... ,oh lk tt den e tt ends cine lor dun wan yogasana oso
0,Yes. that will be fine. Love you. Be safe.,yes fine love safe
0,"\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\""""",ey calm downon theacusations itxt u cos iwana know wotu r doin thewend haventcn u agesring ur up4 nething satlove j xxx
1,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,thanks vote sing stars karaoke mobile free link just reply sing
1,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of�2000 CASH 18+only. To opt out txt X to 07786200117,ur going 2 bahamas callfreefone 08081560665 speak live operator claim bahamas cruise of�2000 cash 18only opt txt x 07786200117
0,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. ",aiyo u c ex dunno abt mei haven reply time u reply fast y lucky workin huh got bao ur sugardad ahgee
0,Hope you are having a good week. Just checking in,hope having good week just checking
0,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",like throw smoking friends car time awesome
1,"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)",twinks bears scallies skins jocks calling dont miss weekends fun 08712466669 10pmin 2 stop texts 08712460324nat rate
1,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth �33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,garden ready summer free selection summer bulbs seeds worth �3350 scotsman saturday stop go2 notxtcouk
0,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,u dont trouble convincingjust tel twice just tel neglect msgs dont c read itjust dont reply
0,Thanks honey. Have a great day.,thanks honey great day
0,Sry da..jst nw only i came to home..,sry dajst nw came home
0,Aiyo a bit pai seh �_ noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...,aiyo bit pai seh � noe scared dun rem die hee better lookin oredi leh
0,Good words.... But words may leave u in dismay many times.,good words words leave u dismay times
0,Oh k.k..where did you take test?,oh kkwhere did test
1,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",free message activate 500 free text messages replying message word free terms conditions visit www07781482378com
0,Is xy going 4 e lunch?,xy going 4 e lunch
0,Love that holiday Monday feeling even if I have to go to the dentists in an hour,love holiday monday feeling dentists hour
0,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,hi darlin hope nice night wish come wait love fran ps want dirty anal sex want 10 man gang bang
0,Yes:)here tv is always available in work place..,yeshere tv available work place
0,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,r u sam p eachother meet 2 house
0,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,yes started send requests make pain came im bed double coins factory gotta cash nitros
0,Oh ok..,oh ok
0,Ya had just now.onion roast.,ya just nowonion roast
0,yes baby! I need to stretch open your pussy!,yes baby need stretch open pussy
0,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",said u mind bedroom minute ok sed sexy mood came 5 minuts latr wid caken wife
0,Sorry . I will be able to get to you. See you in the morning.,sorry able morning
0,En chikku nange bakra msg kalstiya..then had tea/coffee?,en chikku nange bakra msg kalstiyathen teacoffee
0,"&lt;#&gt; , that's all? Guess that's easy enough",ltgt thats guess thats easy
0,Goodmorning sleeping ga.,goodmorning sleeping ga
0,Thank you. do you generally date the brothas?,thank generally date brothas
0,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,u definitely need module e humanities dis sem izzit u wan 2 modules 1st
1,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,natalie 20f inviting friend reply yes165 no165 wwwsmsacunatalie2k9 stop send stop frnd 62468
0,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,dont tell friend youre sure want live smokes spend hours begging come smoke
1,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 �3/wk",free2day sexy st georges day pic jordantxt pic 89080 dont miss wk saucy celeb4 pics c pocketbabecouk 0870241182716 �3wk
0,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),im really sorry wont b able 2 fridayhope u alternativehope yr terms going ok
0,How. Its a little difficult but its a simple way to enter this place,little difficult simple way enter place
0,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,getting threats sales executive shifad raised complaint official message
0,�� say until like dat i dun buy ericsson oso cannot oredi lar...,�� say like dat dun buy ericsson oso oredi lar
0,Have a good trip. Watch out for . Remember when you get back we must decide about easter.,good trip watch remember decide easter
0,Nice.nice.how is it working?,nicenicehow working
0,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! ",camera quite good 101mega pixels 3optical 5digital dooms lovely holiday safe hope hav good journey happy new year couple weeks
0, and  picking them up from various points,picking various points
0,COME BACK TO TAMPA FFFFUUUUUUU,come tampa ffffuuuuuuu
0,Compliments to you. Was away from the system. How your side.,compliments away
0,"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much",hi wlcome did wonder got eaten lion
0,Ok,ok
1,"Today's Offer! Claim ur �150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. �3.00 Sub. 16 . Unsub reply X",todays offer claim ur �150 worth discount vouchers text yes 85023 savamob member offers mobile t cs 08717898035 �300 sub 16 unsub reply x
1,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or �10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",urgent 09066612661 landline complementary 4 tenerife holiday �10000 cash await collection sae tcs po box 3 wa14 2px 150ppm 18 sender hol offer
1,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,buy space invaders 4 chance 2 win orig arcade game console press 0 games arcade std wap charge o2coukgames 4 terms settings purchase
0,ARE YOU IN TOWN? THIS IS V. IMPORTANT,town v important
0,Hi kindly give us back our documents which we submitted for loan from STAPATI,hi kindly documents submitted loan stapati
0,Pls send me the correct name da.,pls send correct da
0,Aight what time you want me to come up?,aight time want come
0,Well you told others you'd marry them...,told youd marry
0,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,baaaaaaaabe wake miss crave need
0,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",general price ltgt oz let know ifwhenhow want
0,"Sorry pa, i dont knw who ru pa?",sorry pa dont knw ru pa
0,Lol you won't feel bad when I use her money to take you out to a steak dinner =D,lol wont feel bad use money steak dinner d
0,You see the requirements please,requirements
0,Hey! There's veggie pizza... :/,hey theres veggie pizza
0,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,nvm im going wear sport shoes im going late leh
0,Dad went out oredi... ,dad went oredi
0,I dont have i shall buy one dear,dont shall buy dear
0,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,make sure alex knows birthday minutes far youre concerned
0,I was about to do it when i texted. I finished a long time ago and showered and er'ything!,texted finished long time ago showered erything
0,K. Did you call me just now ah? ,k did just ah
0,I like to think there's always the possibility of being in a pub later.,like think theres possibility pub later
0,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,hmmmkbut want change field quickly dai wanna administrator network administrator
0,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,true lov n care wil nevr unrecognized somone makes mistakes valuing definitly undrstnd start missing
0,You are not bothering me but you have to trust my answers. Pls.,bothering trust answers pls
1,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,want new nokia 3510i colour phone delivered tomorrow 200 free minutes mobile 100 free text free camcorder reply 8000930705
0,Id onluy matters when getting on from offcampus,id onluy matters getting offcampus
0,Ok can...,ok
0,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",dear know ltgt th ltgt th birthday loving gopalettan planning small gift day like participate welcome contact admin team details
0,At home watching tv lor.,home watching tv lor
0,"Just dropped em off, omw back now",just dropped em omw
0,You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.,right space want need really starting issue going suggest setting definite outif im greece maybe ready
0,How are you. Its been ages. How's abj,ages hows abj
1,SMS. ac sun0819 posts HELLO:\You seem cool,sms ac sun0819 posts helloyou cool
0,Is that what time you want me to come?,time want come
0,Well good morning mr . Hows london treatin' ya treacle?,good morning mr hows london treatin ya treacle
0,Y de asking like this.,y asking like
0,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),imagine life fast u searching medont worry lm disturb u goodnoon
0,I know you mood off today,know mood today
0,U haven��t lost me ill always b here 4u.i didn��t intend 2 hurt u but I never knew how u felt about me when Iwas+marine&that��s what itried2tell urmom.i careabout u,u haven��t lost ill b 4ui didn��t intend 2 hurt u knew u felt iwasmarinethat��s itried2tell urmomi careabout u
0,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,hows scotland hope showing jjc tendencies care live dream
0,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,promise getting soon youll text morning let know ok
0,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,yeah imagine really gentle unlike docs treat patients like turkeys
0,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,want sent ltgt mesages today thats y sorry hurts
0,We have to pick rayan macleran there.,pick rayan macleran
0,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",dearme cherthalain case u r coming cochin pls bfore u starti shall reach accordinglyor tell day u r comingtmorow engaged ans holiday
1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",hot live fantasies 08707509020 just 20p min ntt po box 1327 croydon cr9 5wb 0870 national rate
0,"Sorry, I'll call later in meeting",sorry ill later meeting
0,U don't remember that old commercial?,u dont remember old commercial
0,Free any day but i finish at 6 on mon n thurs...,free day finish 6 mon n thurs
0,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you,miss im desparate recorded message left day listen just hear sound voice love
0,i am seeking a lady in the street and a freak in the sheets. Is that you?,seeking lady street freak sheets
0,You got job in wipro:)you will get every thing in life in 2 or 3 years.,got job wiproyou thing life 2 3 years
0,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUND��S LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\""""",cheers u tex mecause u werebored yeah okden hunny r uin wk satsound��s likeyour havin gr8fun j updat countinlots loveme xxxxx
0,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,prof passed papers sem congrats student enna kalaachutaarama prof gud mrng
0,Are you angry with me. What happen dear,angry happen dear
0,I have no money 4 steve mate! !,money 4 steve mate
0,"Cool, text me when you head out",cool text head
0,S....s...india going to draw the series after many years in south african soil..,ssindia going draw series years south african soil
0,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,yar lor raining non stop u wan 2
0,Ok. C u then.,ok c u
0,"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit""",im smoking people use wylie smokes justify ruining shit
0,I thk �_ gotta go home by urself. Cos i'll b going out shopping 4 my frens present. ,thk � gotta home urself cos ill b going shopping 4 frens present
0,I'm already back home so no probably not,im home probably
0,"I'll see if I can swing by in a bit, got some things to take care of here firsg",ill swing bit got things care firsg
0,How is it possible to teach you. And where.,possible teach
0,"Sir Goodmorning, Once free call me.",sir goodmorning free
0,Im just wondering what your doing right now?,im just wondering doing right
0,What time you thinkin of goin?,time thinkin goin
1,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,yes place town meet exciting adult singles uk txt chat 86688 150pmsg
0,Thanks for loving me so. You rock,thanks loving rock
0,Hope you are having a great day.,hope having great day
0,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),good sleep rhythm person establish rhythm body learn use want know
0,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,generally isnt uncountable noun u dictionary pieces research
0,U studying in sch or going home? Anyway i'll b going 2 sch later.,u studying sch going home ill b going 2 sch later
1,Please CALL 08712402972 immediately as there is an urgent message waiting for you,08712402972 immediately urgent message waiting
0,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,hello boytoy geeee im missing today like send tm remind im thinking loved loving kiss
0,I want snow. It's just freezing and windy.,want snow just freezing windy
0,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",storming msg wen u lift d phne u say hello u knw wt d real meaning hello d girl yes u knw dat girl margaret hello d girlfrnd f grahmbell invnted telphone moralone 4get d person
0,K I'll take care of it,k ill care
0,We stopped to get ice cream and will go back after,stopped ice cream
0,"Aight, call me once you're close",aight youre close
0,No let me do the math. Your not good at it.,let math good
0,You all ready for * big day tomorrow?,ready big day tomorrow
1,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,1st wk free gr8 tones str8 2 u wk txt nokia 8007 classic nokia tones hit 8007 polys nokia150p poly200p 16
0,I'm coming home 4 dinner.,im coming home 4 dinner
0,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt""",green quote told jerry cartoon person irritates u loves u vry fails express gud nyt
0,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;),xam hall boy asked girl tell starting term dis answer den manage lot hesitation n lookin silently said intha ponnungale ipaditan
0,"Kate jackson rec center before 7ish, right?",kate jackson rec center 7ish right
0,Ugh hopefully the asus ppl dont randomly do a reformat.,ugh hopefully asus ppl dont randomly reformat
0,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,wonder cos dun rem seeing silver car thk saw black
0,Hi.what you think about match?,hiwhat think match
1,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",dear voucher holder claim weeks offer pc httpwwwwtlpcouktext tscs apply
1,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,hard live 121 chat just 60pmin choose girl connect live 09094646899 cheap chat uks biggest live service vu bcm1896wc1n3xx
0,\SHIT BABE.. THASA BIT MESSED UP.YEH,shit babe thasa bit messed upyeh
0,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo",sure acknowledgement astoundingly tactless generally faggy demand blood oath fo
0,Ay wana meet on sat?�_ wkg on sat?,ay wana meet sat� wkg sat
1,URGENT! We are trying to contact you. Last weekends draw shows that you have won a �900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,urgent trying contact weekends draw shows won �900 prize guaranteed 09061701939 claim code s89 valid 12hrs
0,I dont know ask to my brother. Nothing problem some thing that. Just i told .,dont know ask brother problem thing just told
0,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. ..""",wiskey brandy rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukkal
0,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash,mind ive got gas round trip barring sudden influx cash
1,For sale - arsenal dartboard. Good condition but no doubles or trebles!,sale arsenal dartboard good condition doubles trebles
0,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,lol right diet everyday cheat im meant fatty
0,The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.,search 4 happiness 1 d main sources unhappiness accept life way comes u happiness moment u live
0,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",entered cabin pa said happy bday boss felt special askd 4 lunch lunch invited apartment went
0,If you have belive me. Come to my home.,belive come home
0,U in town alone?,u town
0,Can. Dunno wat to get 4 her...,dunno wat 4
0,Yeah sure I'll leave in a min,yeah sure ill leave min
0,R �_ going 4 today's meeting?,r � going 4 todays meeting
0, &lt;#&gt;  mins but i had to stop somewhere first.,ltgt mins stop
0,So gd got free ice cream... I oso wan...,gd got free ice cream oso wan
0,"I'm a guy, browsin is compulsory",im guy browsin compulsory
0,I know a few people I can hit up and fuck to the yes,know people hit fuck yes
1,We currently have a message awaiting your collection. To collect your message just call 08718723815.,currently message awaiting collection collect message just 08718723815
0,Yes.he have good crickiting mind,yeshe good crickiting mind
0,Try to do something dear. You read something for exams,try dear read exams
1,Marvel Mobile Play the official Ultimate Spider-man game (�4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,marvel mobile play official ultimate spiderman game �450 ur mobile right text spider 83338 game ll send u free 8ball wallpaper
0,Well she's in for a big surprise!,shes big surprise
0,Just come home. I don't want u to be miserable,just come home dont want u miserable
0,Oh yeah I forgot. U can only take 2 out shopping at once.,oh yeah forgot u 2 shopping
0,Huh so fast... Dat means u havent finished painting?,huh fast dat means u havent finished painting
0,Nothin comes to my mind. �� help me buy hanger lor. Ur laptop not heavy?,nothin comes mind �� help buy hanger lor ur laptop heavy
0,Yes.i'm in office da:),yesim office da
0,"sorry brah, just finished the last of my exams, what up",sorry brah just finished exams
0,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,smoke time ive smoked weeks calling texting wanted smoke
0,Then we wait 4 u lor... No need 2 feel bad lar...,wait 4 u lor need 2 feel bad lar
0,Oh yah... We never cancel leh... Haha ,oh yah cancel leh haha
0,So when do you wanna gym?,wanna gym
0,"Aight, sounds good. When do you want me to come down?",aight sounds good want come
0,Package all your programs well,package programs
0,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",honeybee said im d sweetest d world god laughed amp said waitu havnt met d person reading msg moral god crack jokes gmgngegn
0,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,past said train durham coz reserved seat
0,No need lar i go engin? Cos my sis at arts today...,need lar engin cos sis arts today
1,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a �2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,xmas prize draws trying contact u todays draw shows won �2000 prize guaranteed 09058094565 land line valid 12hrs
0,Hey morning what you come to ask:-) pa...,hey morning come ask pa
0,Great. Never been better. Each day gives even more reasons to thank God,great better day gives reasons thank god
0,Am i that much dirty fellow?,dirty fellow
1,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,wow boys r 2007 uk tour win vip tickets prebook vip club txt club 81303 trackmarque infovipclub4u
0,"Gud gud..k, chikku tke care.. sleep well gud nyt",gud gudk chikku tke care sleep gud nyt
0,I hope you know I'm still mad at you.,hope know im mad
0,"I call you later, don't have network. If urgnt, sms me.",later dont network urgnt sms
0,Hey anyway i have to :-),hey
0,"I sent you the prices and do you mean the  &lt;#&gt; g,",sent prices mean ltgt g
0,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,sorry ive gone place ill tomorrow really sorry
0,At 7 we will go ok na.,7 ok na
1,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 �3/wk",free2day sexy st georges day pic jordantxt pic 89080 dont miss wk saucy celeb4 pics c pocketbabecouk 0870241182716 �3wk
0,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",hey sexy buns told adore loverboy hope remember thank sister law meatballs grins love babe
0,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,hello darlin ive finished college txt u finish u love kate xxx
0,I know she called me,know called
1,URGENT This is our 2nd attempt to contact U. Your �900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,urgent 2nd attempt contact u �900 prize yesterday awaiting collection claim 09061702893 acl03530150pm
1,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,1 polyphonic tone 4 ur mob week just txt pt2 87575 1st tone free txtin tell ur friends 150ptone 16 reply hl 4info
1,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY �10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,hi customer loyalty offerthe new nokia6650 mobile �10 txtauction txt word start 81151 4tctxt tc 150pmtmsg
0,Am in gobi arts college,gobi arts college
0,Ok...,ok
0,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again,haha yup hopefully lose kg mon hip hop orchard weigh
0,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",carlos pick ill swing usf little bit
0,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj",hey doc pls want nice t shirt hubby nice fiting ones budget ltgt k help pls load d card abi hwkeep posted luv 2 mj
0,Whens your radio show?,whens radio
0,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",babe goes day doing sip cappuccino think love send kiss sea
0,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",jolly good way u tickets sat eve 730 speak x
0,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",thats bit weird supposed happening good idea sure pub
0,"Sorry, I can't text &amp; drive coherently, see you in twenty",sorry text amp drive coherently
0,Boooo you always work. Just quit.,boooo work just quit
0,Ya even those cookies have jelly on them,ya cookies jelly
0,K go and sleep well. Take rest:-).,k sleep rest
1,You have 1 new message. Please call 08712400200.,1 new message 08712400200
0,Just wait till end of march when el nino gets himself. Oh.,just wait till end march el nino gets oh
1,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,09090900040 listen extreme dirty live chat going office right total privacy knows sic listening 60p min 247mp 0870753331018
0,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,hmmbad newshype park plaza 700 studio takenonly left 2 bedrm900
0,I send the print  outs da.,send print outs da
1,GENT! We are trying to contact you. Last weekends draw shows that you won a �1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm ,gent trying contact weekends draw shows won �1000 prize guaranteed 09064012160 claim code k52 valid 12hrs 150ppm
0,"Lol, oh you got a friend for the dog ?",lol oh got friend dog
0,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",youre maybe leave credit card gas like told
0,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,dont know come ask questions like dont mistake
0,I dled 3d its very imp,dled 3d imp
0,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,hello damn christmas thing think decided mp3 doesnt work
0,I'm going for bath will msg you next  &lt;#&gt;  min..,im going bath msg ltgt min
0,Nope. Meanwhile she talk say make i greet you.,nope talk say make greet
0,Dare i ask... Any luck with sorting out the car?,dare ask luck sorting car
0,* Will be september by then!,september
1,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),id like tell deepest darkest fantasies 09094646631 just 60pmin stop texts 08712460324 nat rate
0,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance,shes good wondering wont say hi shes smiling coping long distance
0,"Sir, I need Velusamy sir's date of birth and company bank facilities details.",sir need velusamy sirs date birth company bank facilities details
1,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX �1.50,official england poly ringtone colour flag yer mobile tonights game text tone flag 84199 optout txt eng stop box39822 w111wx �150
0,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,oops sorry just check dont mind picking tomo half station ok
0,You should change your fb to jaykwon thuglyfe falconerf,change fb jaykwon thuglyfe falconerf
0,Are you still playing with gautham?,playing gautham
1,"For ur chance to win �250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",ur chance win �250 cash wk txt play 83370 tscs wwwmusictrivianet custcare 08715705022 1x150pwk
0,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,kaiez enjoy ur tuition gee thk e second option sounds beta ill yan jiu den msg u
0,"Fair enough, anything going on?",fair going
0,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",oh love soooo good hear omg missed today im sorry having problems provider thank tming
0,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?",oh really perform write paper movie home midnight huh
1,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,important customer service announcement freephone 0800 542 0825
0,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",today song dedicated day song u dedicate send ur valuable frnds rply
0,Dunno lei... I might b eatin wif my frens... If �_ wan to eat then i wait 4 �_ lar,dunno lei b eatin wif frens � wan eat wait 4 � lar
0,Hi msg me:)i'm in office..,hi msg meim office
1,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,great new offer double mins double txt best orange tariffs latest camera phones 4 free mobileupd8 free 08000839402 2stoptxt tcs
